symbol_id,path,path_b64,qualified_name,kind,start_line,start_col,end_line,end_col,parent_symbol,decorators,complexity,status,reviewer,verified_by,test_ids,finding_ids,notes
SYM-e3e23a8d1ba51af455c4922f,scripts/docs/translate_docs_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV9kb2NzX3RvX2R1dGNoLnB5,scripts.docs.translate_docs_to_dutch,module,1,0,257,0,,,1,pending,,,,,
SYM-305ee4f6d6bea965573ec220,scripts/docs/translate_docs_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV9kb2NzX3RvX2R1dGNoLnB5,add_justice_context,function,113,0,138,5,SYM-e3e23a8d1ba51af455c4922f,,3,pending,,,,,
SYM-1c3a791b84a9bbef49a570ba,scripts/docs/translate_docs_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV9kb2NzX3RvX2R1dGNoLnB5,translate_file,function,141,0,199,20,SYM-e3e23a8d1ba51af455c4922f,,10,pending,,,,,
SYM-9f24c0e229c3f4fce107f179,scripts/docs/translate_docs_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV9kb2NzX3RvX2R1dGNoLnB5,process_directory,function,202,0,216,32,SYM-e3e23a8d1ba51af455c4922f,,4,pending,,,,,
SYM-2536eca74524ed2648466afa,scripts/docs/translate_docs_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV9kb2NzX3RvX2R1dGNoLnB5,main,function,219,0,253,19,SYM-e3e23a8d1ba51af455c4922f,,4,pending,,,,,
SYM-8555920561f0b37dc83b767c,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,scripts.docs.translate_to_dutch,module,1,0,732,0,,,1,pending,,,,,
SYM-5fd6fdca9285c6ce3ee6b0b5,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,Priority,class,25,0,31,17,SYM-8555920561f0b37dc83b767c,,1,pending,,,,,
SYM-2e4f62299ae7d8496bbb6503,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,TranslationResult,class,34,0,43,22,SYM-8555920561f0b37dc83b767c,dataclass,1,pending,,,,,
SYM-0859e86ed449460196bc69d6,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,JusticeTerminology,class,46,0,236,5,SYM-8555920561f0b37dc83b767c,,1,pending,,,,,
SYM-3095efa5a340cb93eeb68acf,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator,class,239,0,639,32,SYM-8555920561f0b37dc83b767c,,1,pending,,,,,
SYM-7dfec52f25a01cb6236e03b0,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.__init__,method,242,4,257,62,SYM-3095efa5a340cb93eeb68acf,,3,pending,,,,,
SYM-89e0f1f840d1fdeee11825c4,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.detect_english_content,method,259,4,280,39,SYM-3095efa5a340cb93eeb68acf,,4,pending,,,,,
SYM-902aeb294b3b074cead4f4d3,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.apply_translations,method,282,4,330,31,SYM-3095efa5a340cb93eeb68acf,,12,pending,,,,,
SYM-7308217040f0c952d47394c9,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.add_smart_criteria,method,332,4,381,22,SYM-3095efa5a340cb93eeb68acf,,6,pending,,,,,
SYM-6e058a9ad42808ba052d3f50,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.enhance_with_justice_context,method,383,4,419,9,SYM-3095efa5a340cb93eeb68acf,,7,pending,,,,,
SYM-051f6b98c4289573fc3aff5b,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.determine_priority,method,421,4,440,30,SYM-3095efa5a340cb93eeb68acf,,6,pending,,,,,
SYM-d7f28e22a5dc64b2db29d872,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.translate_file,method,442,4,535,13,SYM-3095efa5a340cb93eeb68acf,,12,pending,,,,,
SYM-cde3d30976676f705a943d02,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.translate_directory,method,537,4,566,22,SYM-3095efa5a340cb93eeb68acf,,9,pending,,,,,
SYM-17267f78227001bdc92914ff,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.translate_directory.<lambda@547:37>,lambda,547,37,547,70,SYM-cde3d30976676f705a943d02,,1,pending,,,,,
SYM-66b3c02e5b35237c9e756faf,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.generate_report,method,568,4,639,32,SYM-3095efa5a340cb93eeb68acf,,17,pending,,,,,
SYM-7a662c4e54e773962ecf26a7,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,DocumentTranslator.generate_report.<lambda@607:35>,lambda,607,35,607,64,SYM-66b3c02e5b35237c9e756faf,,1,pending,,,,,
SYM-69ad5cefd9bf80369cb15b68,scripts/docs/translate_to_dutch.py,c2NyaXB0cy9kb2NzL3RyYW5zbGF0ZV90b19kdXRjaC5weQ==,main,function,642,0,728,59,SYM-8555920561f0b37dc83b767c,,13,pending,,,,,
SYM-6ecf19af90160f63adecbbe3,scripts/docs/update_feature_status.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV9mZWF0dXJlX3N0YXR1cy5weQ==,scripts.docs.update_feature_status,module,1,0,327,0,,,1,pending,,,,,
SYM-1483d1ae363b74e7875b2d5d,scripts/docs/update_feature_status.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV9mZWF0dXJlX3N0YXR1cy5weQ==,fetch_github_issues,function,40,0,109,19,SYM-6ecf19af90160f63adecbbe3,,3,pending,,,,,
SYM-f88c767822dc81943c2579b6,scripts/docs/update_feature_status.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV9mZWF0dXJlX3N0YXR1cy5weQ==,parse_github_data,function,112,0,175,27,SYM-6ecf19af90160f63adecbbe3,,12,pending,,,,,
SYM-8427ee14b7bccef77166eda9,scripts/docs/update_feature_status.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV9mZWF0dXJlX3N0YXR1cy5weQ==,update_html_file,function,178,0,222,15,SYM-6ecf19af90160f63adecbbe3,,3,pending,,,,,
SYM-c01799fa12578303075e3b4d,scripts/docs/update_feature_status.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV9mZWF0dXJlX3N0YXR1cy5weQ==,generate_feature_data_js,function,225,0,289,18,SYM-6ecf19af90160f63adecbbe3,,5,pending,,,,,
SYM-dc0ff247dd8de5c8cfb9c70f,scripts/docs/update_feature_status.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV9mZWF0dXJlX3N0YXR1cy5weQ==,main,function,292,0,323,12,SYM-6ecf19af90160f63adecbbe3,,5,pending,,,,,
SYM-db2d0908de41182ab7e05555,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,scripts.docs.update_traceability,module,1,0,906,0,,,1,pending,,,,,
SYM-430ce96579a83bd81d5d7160,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,DocumentType,class,27,0,33,23,SYM-db2d0908de41182ab7e05555,,1,pending,,,,,
SYM-45bd0f8a928ebd6f7d14c3b8,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,LinkStatus,class,36,0,42,25,SYM-db2d0908de41182ab7e05555,,1,pending,,,,,
SYM-13c118283bd69b8c4eec667b,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,Document,class,45,0,57,20,SYM-db2d0908de41182ab7e05555,dataclass,1,pending,,,,,
SYM-93f6e5dcbdca42030655710e,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityIssue,class,60,0,68,22,SYM-db2d0908de41182ab7e05555,dataclass,1,pending,,,,,
SYM-c53401d1bcf7cfe4dc5882e3,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityReport,class,71,0,82,22,SYM-db2d0908de41182ab7e05555,dataclass,1,pending,,,,,
SYM-2b11ae81021d709fec039110,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer,class,85,0,806,69,SYM-db2d0908de41182ab7e05555,,1,pending,,,,,
SYM-57aff7efea4285357c4fd5dd,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.__init__,method,88,4,120,62,SYM-2b11ae81021d709fec039110,,3,pending,,,,,
SYM-636cd43709b29fd113aee59b,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.extract_document_id,method,122,4,135,19,SYM-2b11ae81021d709fec039110,,3,pending,,,,,
SYM-7cc4fdc5a0781b6cc801b7b8,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.determine_document_type,method,137,4,145,35,SYM-2b11ae81021d709fec039110,,4,pending,,,,,
SYM-6567069f37e7136293f54b42,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.extract_references,method,147,4,162,25,SYM-2b11ae81021d709fec039110,,2,pending,,,,,
SYM-1df564b5f0b270ce7860761d,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.extract_epic_assignment,method,164,4,179,19,SYM-2b11ae81021d709fec039110,,3,pending,,,,,
SYM-a5ba19c8659941f67577ef7a,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.extract_dependencies,method,181,4,200,27,SYM-2b11ae81021d709fec039110,,3,pending,,,,,
SYM-1cb66c959cfb73ccdabdec80,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.extract_title,method,202,4,208,17,SYM-2b11ae81021d709fec039110,,2,pending,,,,,
SYM-de9bec6b7a92f6278ab42709,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.analyze_file,method,210,4,250,23,SYM-2b11ae81021d709fec039110,,5,pending,,,,,
SYM-0823ea300705061b78408e4e,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.build_reverse_references,method,252,4,257,68,SYM-2b11ae81021d709fec039110,,4,pending,,,,,
SYM-61e7576d9f401a4f7d3831e1,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.check_broken_links,method,259,4,272,21,SYM-2b11ae81021d709fec039110,,4,pending,,,,,
SYM-41ee4095c237a106091f31f5,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.check_orphaned_stories,method,274,4,289,17,SYM-2b11ae81021d709fec039110,,4,pending,,,,,
SYM-bcd46a088cd6b558e73f5fb9,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.suggest_epic_for_story,method,291,4,362,25,SYM-2b11ae81021d709fec039110,,11,pending,,,,,
SYM-5cfd6c0ce611d9dd1ab4bf15,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.check_circular_dependencies,method,364,4,403,48,SYM-2b11ae81021d709fec039110,,4,pending,,,,,
SYM-021757e4e3e1c6fc7d20b486,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.check_circular_dependencies.find_cycles,nested_function,367,8,387,23,SYM-5cfd6c0ce611d9dd1ab4bf15,,6,pending,,,,,
SYM-b37d24050ce64331fa0cc204,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.check_missing_dependencies,method,405,4,440,29,SYM-2b11ae81021d709fec039110,,9,pending,,,,,
SYM-eaa25077221f76b80310f11b,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.build_traceability_matrix,method,442,4,470,21,SYM-2b11ae81021d709fec039110,,12,pending,,,,,
SYM-d24efad5e54c1c94e90cc304,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.fix_orphaned_story,method,472,4,544,24,SYM-2b11ae81021d709fec039110,,10,pending,,,,,
SYM-54633dbd98ad0df7c8f8be4d,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.fix_broken_link,method,546,4,587,24,SYM-2b11ae81021d709fec039110,,4,pending,,,,,
SYM-455ad032c9d4af363ddb57d0,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.add_missing_dependency,method,589,4,647,24,SYM-2b11ae81021d709fec039110,,6,pending,,,,,
SYM-c51d54fdc118df8b5b005da9,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.apply_fixes,method,649,4,682,28,SYM-2b11ae81021d709fec039110,,14,pending,,,,,
SYM-a19741f2dcf13cceb819a1b0,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.generate_report,method,684,4,797,32,SYM-2b11ae81021d709fec039110,,23,pending,,,,,
SYM-020488eaac97ba0605ef6bd6,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,TraceabilityAnalyzer.export_traceability_matrix,method,799,4,806,69,SYM-2b11ae81021d709fec039110,,1,pending,,,,,
SYM-90e74ec1e5b1561da85254aa,scripts/docs/update_traceability.py,c2NyaXB0cy9kb2NzL3VwZGF0ZV90cmFjZWFiaWxpdHkucHk=,main,function,809,0,902,57,SYM-db2d0908de41182ab7e05555,,11,pending,,,,,
SYM-0de6ebbffd236f554be2083a,scripts/docs/validate_consolidation.py,c2NyaXB0cy9kb2NzL3ZhbGlkYXRlX2NvbnNvbGlkYXRpb24ucHk=,scripts.docs.validate_consolidation,module,1,0,96,0,,,1,pending,,,,,
SYM-33b5a2de8ac3c33bb66c10ba,scripts/docs/validate_consolidation.py,c2NyaXB0cy9kb2NzL3ZhbGlkYXRlX2NvbnNvbGlkYXRpb24ucHk=,run_tests,function,11,0,33,5,SYM-0de6ebbffd236f554be2083a,,3,pending,,,,,
SYM-65c4fc8289c94ec12dcfd02c,scripts/docs/validate_consolidation.py,c2NyaXB0cy9kb2NzL3ZhbGlkYXRlX2NvbnNvbGlkYXRpb24ucHk=,main,function,36,0,92,12,SYM-0de6ebbffd236f554be2083a,,5,pending,,,,,
SYM-adffe16124ff887316d10bb1,scripts/docs/validate_migration.py,c2NyaXB0cy9kb2NzL3ZhbGlkYXRlX21pZ3JhdGlvbi5weQ==,scripts.docs.validate_migration,module,1,0,132,0,,,1,pending,,,,,
SYM-0272871a46334123e5748d80,scripts/docs/validate_migration.py,c2NyaXB0cy9kb2NzL3ZhbGlkYXRlX21pZ3JhdGlvbi5weQ==,extract_frontmatter,function,10,0,22,13,SYM-adffe16124ff887316d10bb1,,4,pending,,,,,
SYM-089414bf6b3f99f7fa67cdc6,scripts/docs/validate_migration.py,c2NyaXB0cy9kb2NzL3ZhbGlkYXRlX21pZ3JhdGlvbi5weQ==,validate_migration,function,25,0,128,74,SYM-adffe16124ff887316d10bb1,,25,pending,,,,,
SYM-5be65ab7c0ebc45772bca692,scripts/export_baseline_definitions.py,c2NyaXB0cy9leHBvcnRfYmFzZWxpbmVfZGVmaW5pdGlvbnMucHk=,scripts.export_baseline_definitions,module,1,0,286,0,,,1,pending,,,,,
SYM-245d082421f8fdcc0fc92c3d,scripts/export_baseline_definitions.py,c2NyaXB0cy9leHBvcnRfYmFzZWxpbmVfZGVmaW5pdGlvbnMucHk=,connect_database,function,21,0,25,15,SYM-5be65ab7c0ebc45772bca692,,1,pending,,,,,
SYM-af9fecbbffca1e6984fbfb85,scripts/export_baseline_definitions.py,c2NyaXB0cy9leHBvcnRfYmFzZWxpbmVfZGVmaW5pdGlvbnMucHk=,export_definitions,function,28,0,97,22,SYM-5be65ab7c0ebc45772bca692,,5,pending,,,,,
SYM-5d694f2b0bcb6559d9d98bf2,scripts/export_baseline_definitions.py,c2NyaXB0cy9leHBvcnRfYmFzZWxpbmVfZGVmaW5pdGlvbnMucHk=,export_voorbeelden,function,100,0,145,22,SYM-5be65ab7c0ebc45772bca692,,3,pending,,,,,
SYM-5a58607f6bd9dd6332552548,scripts/export_baseline_definitions.py,c2NyaXB0cy9leHBvcnRfYmFzZWxpbmVfZGVmaW5pdGlvbnMucHk=,export_validation_results,function,148,0,191,21,SYM-5be65ab7c0ebc45772bca692,,4,pending,,,,,
SYM-b6cdf5aed5c3b8a70d342c46,scripts/export_baseline_definitions.py,c2NyaXB0cy9leHBvcnRfYmFzZWxpbmVfZGVmaW5pdGlvbnMucHk=,export_baseline,function,194,0,282,50,SYM-5be65ab7c0ebc45772bca692,,8,pending,,,,,
SYM-9e557e5d382577963df5fcf8,scripts/extract_wikipedia_synonyms.py,c2NyaXB0cy9leHRyYWN0X3dpa2lwZWRpYV9zeW5vbnltcy5weQ==,scripts.extract_wikipedia_synonyms,module,1,0,386,0,,,1,pending,,,,,
SYM-5abc86469c9a610d0b101c94,scripts/extract_wikipedia_synonyms.py,c2NyaXB0cy9leHRyYWN0X3dpa2lwZWRpYV9zeW5vbnltcy5weQ==,load_hoofdtermen,function,62,0,104,17,SYM-9e557e5d382577963df5fcf8,,9,pending,,,,,
SYM-f885eafff68275f13808695c,scripts/extract_wikipedia_synonyms.py,c2NyaXB0cy9leHRyYWN0X3dpa2lwZWRpYV9zeW5vbnltcy5weQ==,extract_synonyms_batch,async_function,107,0,170,25,SYM-9e557e5d382577963df5fcf8,,7,pending,,,,,
SYM-87c9ae2c5c1bc493b65e0879,scripts/extract_wikipedia_synonyms.py,c2NyaXB0cy9leHRyYWN0X3dpa2lwZWRpYV9zeW5vbnltcy5weQ==,export_to_csv,function,173,0,216,51,SYM-9e557e5d382577963df5fcf8,,4,pending,,,,,
SYM-507e8e7a55446c99fe841da8,scripts/extract_wikipedia_synonyms.py,c2NyaXB0cy9leHRyYWN0X3dpa2lwZWRpYV9zeW5vbnltcy5weQ==,print_summary,function,219,0,281,11,SYM-9e557e5d382577963df5fcf8,,7,pending,,,,,
SYM-19714505d6d72d128d05389a,scripts/extract_wikipedia_synonyms.py,c2NyaXB0cy9leHRyYWN0X3dpa2lwZWRpYV9zeW5vbnltcy5weQ==,print_summary.<lambda@275:44>,lambda,275,44,275,66,SYM-507e8e7a55446c99fe841da8,,1,pending,,,,,
SYM-bdf0b0354722fc4bcfafc3b9,scripts/extract_wikipedia_synonyms.py,c2NyaXB0cy9leHRyYWN0X3dpa2lwZWRpYV9zeW5vbnltcy5weQ==,main,async_function,284,0,351,11,SYM-9e557e5d382577963df5fcf8,,4,pending,,,,,
SYM-c6c4607419ac7d2b2f1976b9,scripts/fetch_linear_issues.py,c2NyaXB0cy9mZXRjaF9saW5lYXJfaXNzdWVzLnB5,scripts.fetch_linear_issues,module,1,0,74,0,,,1,pending,,,,,
SYM-b2c8df84cc4a593e559d29e4,scripts/fetch_linear_issues.py,c2NyaXB0cy9mZXRjaF9saW5lYXJfaXNzdWVzLnB5,fetch_issues,function,10,0,70,23,SYM-c6c4607419ac7d2b2f1976b9,,5,pending,,,,,
SYM-d4243a1cdc05bdf5d0abdf72,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,scripts.fix_definities_old_fk,module,1,0,451,0,,,1,pending,,,,,
SYM-39a9aa9991e73a1410f64f45,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,create_backup,function,30,0,36,22,SYM-d4243a1cdc05bdf5d0abdf72,,1,pending,,,,,
SYM-72074f9f647691122d5accbd,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,verify_database,function,39,0,44,32,SYM-d4243a1cdc05bdf5d0abdf72,,1,pending,,,,,
SYM-bef7584f88ae8e6f0de6ab85,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,fix_definitie_drafts,function,47,0,91,39,SYM-d4243a1cdc05bdf5d0abdf72,,1,pending,,,,,
SYM-a71c21608ceba72bebbb201a,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,fix_synonym_group_members,function,94,0,221,44,SYM-d4243a1cdc05bdf5d0abdf72,,3,pending,,,,,
SYM-f13a93290bc9e3921250bf1a,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,fix_generation_logs,function,224,0,342,38,SYM-d4243a1cdc05bdf5d0abdf72,,2,pending,,,,,
SYM-3e52a3f7641e26a5f4aa03ab,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,verify_fk_integrity,function,345,0,382,15,SYM-d4243a1cdc05bdf5d0abdf72,,4,pending,,,,,
SYM-4ad74958ecf8b5f278ac15eb,scripts/fix_definities_old_fk.py,c2NyaXB0cy9maXhfZGVmaW5pdGllc19vbGRfZmsucHk=,main,function,385,0,447,20,SYM-d4243a1cdc05bdf5d0abdf72,,7,pending,,,,,
SYM-71c2205f7960741494b2771c,scripts/fix_unicode_chars.py,c2NyaXB0cy9maXhfdW5pY29kZV9jaGFycy5weQ==,scripts.fix_unicode_chars,module,1,0,85,0,,,1,pending,,,,,
SYM-31d3e05d6123b17ff0981e8b,scripts/fix_unicode_chars.py,c2NyaXB0cy9maXhfdW5pY29kZV9jaGFycy5weQ==,fix_unicode_chars,function,13,0,57,20,SYM-71c2205f7960741494b2771c,,3,pending,,,,,
SYM-3db8d3870fa73697aa58b202,scripts/fix_unicode_chars.py,c2NyaXB0cy9maXhfdW5pY29kZV9jaGFycy5weQ==,main,function,60,0,81,12,SYM-71c2205f7960741494b2771c,,7,pending,,,,,
SYM-36435e55a94891bba73916b1,scripts/functional_verification.py,c2NyaXB0cy9mdW5jdGlvbmFsX3ZlcmlmaWNhdGlvbi5weQ==,scripts.functional_verification,module,1,0,282,0,,,1,pending,,,,,
SYM-ee794f123e882ddfaed195d8,scripts/functional_verification.py,c2NyaXB0cy9mdW5jdGlvbmFsX3ZlcmlmaWNhdGlvbi5weQ==,test_orchestrator_modules,function,26,0,74,72,SYM-36435e55a94891bba73916b1,,6,pending,,,,,
SYM-d6afbc467c15a4b0f0aa6e28,scripts/functional_verification.py,c2NyaXB0cy9mdW5jdGlvbmFsX3ZlcmlmaWNhdGlvbi5weQ==,test_config_sections,function,77,0,103,61,SYM-36435e55a94891bba73916b1,,4,pending,,,,,
SYM-87133b433ff375a3b0d55411,scripts/functional_verification.py,c2NyaXB0cy9mdW5jdGlvbmFsX3ZlcmlmaWNhdGlvbi5weQ==,test_toetsregels_loading,function,106,0,144,50,SYM-36435e55a94891bba73916b1,,6,pending,,,,,
SYM-957848d31093609dc783e2bc,scripts/functional_verification.py,c2NyaXB0cy9mdW5jdGlvbmFsX3ZlcmlmaWNhdGlvbi5weQ==,test_prompt_generation,function,147,0,200,50,SYM-36435e55a94891bba73916b1,,7,pending,,,,,
SYM-406c0e49ef36fe213a9f5d4c,scripts/functional_verification.py,c2NyaXB0cy9mdW5jdGlvbmFsX3ZlcmlmaWNhdGlvbi5weQ==,test_cache_persistence,function,203,0,240,31,SYM-36435e55a94891bba73916b1,,6,pending,,,,,
SYM-d90dfd66e861659beb74fe60,scripts/functional_verification.py,c2NyaXB0cy9mdW5jdGlvbmFsX3ZlcmlmaWNhdGlvbi5weQ==,main,function,243,0,278,34,SYM-36435e55a94891bba73916b1,,7,pending,,,,,
SYM-7a34697b04a486dd829132c7,scripts/hooks/check-doc-links.py,c2NyaXB0cy9ob29rcy9jaGVjay1kb2MtbGlua3MucHk=,scripts.hooks.check-doc-links,module,1,0,81,0,,,1,pending,,,,,
SYM-a88013655668ee1f8484b8d5,scripts/hooks/check-doc-links.py,c2NyaXB0cy9ob29rcy9jaGVjay1kb2MtbGlua3MucHk=,is_external,function,17,0,18,62,SYM-7a34697b04a486dd829132c7,,1,pending,,,,,
SYM-f798faee2d919c9d53904e8e,scripts/hooks/check-doc-links.py,c2NyaXB0cy9ob29rcy9jaGVjay1kb2MtbGlua3MucHk=,check_file,function,21,0,55,17,SYM-7a34697b04a486dd829132c7,,11,pending,,,,,
SYM-b8ffc05b3119e27240057842,scripts/hooks/check-doc-links.py,c2NyaXB0cy9ob29rcy9jaGVjay1kb2MtbGlua3MucHk=,main,function,58,0,77,12,SYM-7a34697b04a486dd829132c7,,10,pending,,,,,
SYM-4bcf6056255b2384f7eaba09,scripts/hooks/check-doc-location.py,c2NyaXB0cy9ob29rcy9jaGVjay1kb2MtbG9jYXRpb24ucHk=,scripts.hooks.check-doc-location,module,1,0,212,0,,,1,pending,,,,,
